,Sentences
1420,"The principal purposes to be answered by union are these the common defense of the members; the preservation of the public peace as well against internal convulsions as external attacks; the regulation of commerce with other nations and between the States; the superintendence of our intercourse, political and commercial, with foreign countries."
1421,The authorities essential to the common defense are these: to raise armies; to build and equip fleets; to prescribe rules for the government of both; to direct their operations; to provide for their support.
1422,"These powers ought to exist without limitation, BECAUSE IT IS IMPOSSIBLE TO FORESEE OR DEFINE THE EXTENT AND VARIETY OF NATIONAL EXIGENCIES, OR THE CORRESPONDENT EXTENT AND VARIETY OF THE MEANS WHICH MAY BE NECESSARY TO SATISFY THEM."
1423,"The circumstances that endanger the safety of nations are infinite, and for this reason no constitutional shackles can wisely be imposed on the power to which the care of it is committed."
1424,This power ought to be coextensive with all the possible combinations of such circumstances; and ought to be under the direction of the same councils which are appointed to preside over the common defense.
1425,"This is one of those truths which, to a correct and unprejudiced mind, carries its own evidence along with it; and may be obscured, but cannot be made plainer by argument or reasoning."
1426,"It rests upon axioms as simple as they are universal; the MEANS ought to be proportioned to the END; the persons, from whose agency the attainment of any END is expected, ought to possess the MEANS by which it is to be attained."
1427,"Whether there ought to be a federal government intrusted with the care of the common defense, is a question in the first instance, open for discussion; but the moment it is decided in the affirmative, it will follow, that that government ought to be clothed with all the powers requisite to complete execution of its trust."
1428,"And unless it can be shown that the circumstances which may affect the public safety are reducible within certain determinate limits; unless the contrary of this position can be fairly and rationally disputed, it must be admitted, as a necessary consequence, that there can be no limitation of that authority which is to provide for the defense and protection of the community, in any matter essential to its efficacy that is, in any matter essential to the FORMATION, DIRECTION, or SUPPORT of the NATIONAL FORCES."
1429,"Defective as the present Confederation has been proved to be, this principle appears to have been fully recognized by the framers of it; though they have not made proper or adequate provision for its exercise."
1430,Congress have an unlimited discretion to make requisitions of men and money; to govern the army and navy; to direct their operations.
1431,"As their requisitions are made constitutionally binding upon the States, who are in fact under the most solemn obligations to furnish the supplies required of them, the intention evidently was that the United States should command whatever resources were by them judged requisite to the common defense and general welfare."
1432,"It was presumed that a sense of their true interests, and a regard to the dictates of good faith, would be found sufficient pledges for the punctual performance of the duty of the members to the federal head."
1433,"The experiment has, however, demonstrated that this expectation was ill founded and illusory; and the observations, made under the last head, will, I imagine, have sufficed to convince the impartial and discerning, that there is an absolute necessity for an entire change in the first principles of the system; that if we are in earnest about giving the Union energy and duration, we must abandon the vain project of legislating upon the States in their collective capacities; we must extend the laws of the federal government to the individual citizens of America; we must discard the fallacious scheme of quotas and requisitions, as equally impracticable and unjust."
1434,"The result from all this is that the Union ought to be invested with full power to levy troops; to build and equip fleets; and to raise the revenues which will be required for the formation and support of an army and navy, in the customary and ordinary modes practiced in other governments."
1435,"If the circumstances of our country are such as to demand a compound instead of a simple, a confederate instead of a sole, government, the essential point which will remain to be adjusted will be to discriminate the OBJECTS, as far as it can be done, which shall appertain to the different provinces or departments of power; allowing to each the most ample authority for fulfilling the objects committed to its charge."
1436,Shall the Union be constituted the guardian of the common safety
1437,Are fleets and armies and revenues necessary to this purpose
1438,"The government of the Union must be empowered to pass all laws, and to make all regulations which have relation to them."
1439,"The same must be the case in respect to commerce, and to every other matter to which its jurisdiction is permitted to extend."
1440,Is the administration of justice between the citizens of the same State the proper department of the local governments
1441,"These must possess all the authorities which are connected with this object, and with every other that may be allotted to their particular cognizance and direction."
1442,"Not to confer in each case a degree of power commensurate to the end, would be to violate the most obvious rules of prudence and propriety, and improvidently to trust the great interests of the nation to hands which are disabled from managing them with vigor and success."
1443,"Who is likely to make suitable provisions for the public defense, as that body to which the guardianship of the public safety is confided; which, as the centre of information, will best understand the extent and urgency of the dangers that threaten; as the representative of the WHOLE, will feel itself most deeply interested in the preservation of every part; which, from the responsibility implied in the duty assigned to it, will be most sensibly impressed with the necessity of proper exertions; and which, by the extension of its authority throughout the States, can alone establish uniformity and concert in the plans and measures by which the common safety is to be secured"
1444,"Is there not a manifest inconsistency in devolving upon the federal government the care of the general defense, and leaving in the State governments the EFFECTIVE powers by which it is to be provided for"
1445,Is not a want of co operation the infallible consequence of such a system
1446,"And will not weakness, disorder, an undue distribution of the burdens and calamities of war, an unnecessary and intolerable increase of expense, be its natural and inevitable concomitants"
1447,Have we not had unequivocal experience of its effects in the course of the revolution which we have just accomplished
1448,"Every view we may take of the subject, as candid inquirers after truth, will serve to convince us, that it is both unwise and dangerous to deny the federal government an unconfined authority, as to all those objects which are intrusted to its management."
1449,"It will indeed deserve the most vigilant and careful attention of the people, to see that it be modeled in such a manner as to admit of its being safely vested with the requisite powers."
1450,"If any plan which has been, or may be, offered to our consideration, should not, upon a dispassionate inspection, be found to answer this description, it ought to be rejected."
1451,"A government, the constitution of which renders it unfit to be trusted with all the powers which a free people ought to delegate to any government, would be an unsafe and improper depositary of the NATIONAL INTERESTS."
1452,"Wherever THESE can with propriety be confided, the coincident powers may safely accompany them."
1453,This is the true result of all just reasoning upon the subject.
1454,"And the adversaries of the plan promulgated by the convention ought to have confined themselves to showing, that the internal structure of the proposed government was such as to render it unworthy of the confidence of the people."
1455,They ought not to have wandered into inflammatory declamations and unmeaning cavils about the extent of the powers.
1456,"The POWERS are not too extensive for the OBJECTS of federal administration, or, in other words, for the management of our NATIONAL INTERESTS; nor can any satisfactory argument be framed to show that they are chargeable with such an excess."
1457,"If it be true, as has been insinuated by some of the writers on the other side, that the difficulty arises from the nature of the thing, and that the extent of the country will not permit us to form a government in which such ample powers can safely be reposed, it would prove that we ought to contract our views, and resort to the expedient of separate confederacies, which will move within more practicable spheres."
1458,"For the absurdity must continually stare us in the face of confiding to a government the direction of the most essential national interests, without daring to trust it to the authorities which are indispensable to their proper and efficient management."
1459,"Let us not attempt to reconcile contradictions, but firmly embrace a rational alternative."
1460,"I trust, however, that the impracticability of one general system cannot be shown."
1461,"I am greatly mistaken, if any thing of weight has yet been advanced of this tendency; and I flatter myself, that the observations which have been made in the course of these papers have served to place the reverse of that position in as clear a light as any matter still in the womb of time and experience can be susceptible of."
1462,"This, at all events, must be evident, that the very difficulty itself, drawn from the extent of the country, is the strongest argument in favor of an energetic government; for any other can certainly never preserve the Union of so large an empire."
1463,"If we embrace the tenets of those who oppose the adoption of the proposed Constitution, as the standard of our political creed, we cannot fail to verify the gloomy doctrines which predict the impracticability of a national system pervading entire limits of the present Confederacy."
1464,The Powers Necessary to the Common Defense Further Considered For the Independent Journal.
1465,"Wednesday, December HAMILTON To the People of the State of New York: TO THE powers proposed to be conferred upon the federal government, in respect to the creation and direction of the national forces, I have met with but one specific objection, which, if I understand it right, is this, that proper provision has not been made against the existence of standing armies in time of peace; an objection which, I shall now endeavor to show, rests on weak and unsubstantial foundations."
1466,"It has indeed been brought forward in the most vague and general form, supported only by bold assertions, without the appearance of argument; without even the sanction of theoretical opinions; in contradiction to the practice of other free nations, and to the general sense of America, as expressed in most of the existing constitutions."
1467,"The proprietary of this remark will appear, the moment it is recollected that the objection under consideration turns upon a supposed necessity of restraining the LEGISLATIVE authority of the nation, in the article of military establishments; a principle unheard of, except in one or two of our State constitutions, and rejected in all the rest."
1468,"A stranger to our politics, who was to read our newspapers at the present juncture, without having previously inspected the plan reported by the convention, would be naturally led to one of two conclusions: either that it contained a positive injunction, that standing armies should be kept up in time of peace; or that it vested in the EXECUTIVE the whole power of levying troops, without subjecting his discretion, in any shape, to the control of the legislature."
1469,"If he came afterwards to peruse the plan itself, he would be surprised to discover, that neither the one nor the other was the case; that the whole power of raising armies was lodged in the LEGISLATURE, not in the EXECUTIVE; that this legislature was to be a popular body, consisting of the representatives of the people periodically elected; and that instead of the provision he had supposed in favor of standing armies, there was to be found, in respect to this object, an important qualification even of the legislative discretion, in that clause which forbids the appropriation of money for the support of an army for any longer period than two years a precaution which, upon a nearer view of it, will appear to be a great and real security against the keeping up of troops without evident necessity."
1470,"Disappointed in his first surmise, the person I have supposed would be apt to pursue his conjectures a little further."
1471,"He would naturally say to himself, it is impossible that all this vehement and pathetic declamation can be without some colorable pretext."
1472,"It must needs be that this people, so jealous of their liberties, have, in all the preceding models of the constitutions which they have established, inserted the most precise and rigid precautions on this point, the omission of which, in the new plan, has given birth to all this apprehension and clamor."
1473,"If, under this impression, he proceeded to pass in review the several State constitutions, how great would be his disappointment to find that TWO ONLY of them contained an interdiction of standing armies in time of peace; that the other eleven had either observed a profound silence on the subject, or had in express terms admitted the right of the Legislature to authorize their existence."
1474,"Still, however he would be persuaded that there must be some plausible foundation for the cry raised on this head."
1475,"He would never be able to imagine, while any source of information remained unexplored, that it was nothing more than an experiment upon the public credulity, dictated either by a deliberate intention to deceive, or by the overflowings of a zeal too intemperate to be ingenuous."
1476,"It would probably occur to him, that he would be likely to find the precautions he was in search of in the primitive compact between the States."
1477,"Here, at length, he would expect to meet with a solution of the enigma."
1478,"No doubt, he would observe to himself, the existing Confederation must contain the most explicit provisions against military establishments in time of peace; and a departure from this model, in a favorite point, has occasioned the discontent which appears to influence these political champions."
1479,"If he should now apply himself to a careful and critical survey of the articles of Confederation, his astonishment would not only be increased, but would acquire a mixture of indignation, at the unexpected discovery, that these articles, instead of containing the prohibition he looked for, and though they had, with jealous circumspection, restricted the authority of the State legislatures in this particular, had not imposed a single restraint on that of the United States."
1480,"If he happened to be a man of quick sensibility, or ardent temper, he could now no longer refrain from regarding these clamors as the dishonest artifices of a sinister and unprincipled opposition to a plan which ought at least to receive a fair and candid examination from all sincere lovers of their country"
1481,"How else, he would say, could the authors of them have been tempted to vent such loud censures upon that plan, about a point in which it seems to have conformed itself to the general sense of America as declared in its different forms of government, and in which it has even superadded a new and powerful guard unknown to any of them"
1482,"If, on the contrary, he happened to be a man of calm and dispassionate feelings, he would indulge a sigh for the frailty of human nature, and would lament, that in a matter so interesting to the happiness of millions, the true merits of the question should be perplexed and entangled by expedients so unfriendly to an impartial and right determination."
1483,"Even such a man could hardly forbear remarking, that a conduct of this kind has too much the appearance of an intention to mislead the people by alarming their passions, rather than to convince them by arguments addressed to their understandings."
1484,"But however little this objection may be countenanced, even by precedents among ourselves, it may be satisfactory to take a nearer view of its intrinsic merits."
1485,"From a close examination it will appear that restraints upon the discretion of the legislature in respect to military establishments in time of peace, would be improper to be imposed, and if imposed, from the necessities of society, would be unlikely to be observed."
1486,"Though a wide ocean separates the United States from Europe, yet there are various considerations that warn us against an excess of confidence or security."
1487,"On one side of us, and stretching far into our rear, are growing settlements subject to the dominion of Britain."
1488,"On the other side, and extending to meet the British settlements, are colonies and establishments subject to the dominion of Spain."
1489,"This situation and the vicinity of the West India Islands, belonging to these two powers create between them, in respect to their American possessions and in relation to us, a common interest."
1490,"The savage tribes on our Western frontier ought to be regarded as our natural enemies, their natural allies, because they have most to fear from us, and most to hope from them."
1491,"The improvements in the art of navigation have, as to the facility of communication, rendered distant nations, in a great measure, neighbors."
1492,Britain and Spain are among the principal maritime powers of Europe.
1493,A future concert of views between these nations ought not to be regarded as improbable.
1494,The increasing remoteness of consanguinity is every day diminishing the force of the family compact between France and Spain.
1495,And politicians have ever with great reason considered the ties of blood as feeble and precarious links of political connection.
1496,"These circumstances combined, admonish us not to be too sanguine in considering ourselves as entirely out of the reach of danger."
1497,"Previous to the Revolution, and ever since the peace, there has been a constant necessity for keeping small garrisons on our Western frontier."
1498,"No person can doubt that these will continue to be indispensable, if it should only be against the ravages and depredations of the Indians."
1499,"These garrisons must either be furnished by occasional detachments from the militia, or by permanent corps in the pay of the government."
1500,"The first is impracticable; and if practicable, would be pernicious."
1501,"The militia would not long, if at all, submit to be dragged from their occupations and families to perform that most disagreeable duty in times of profound peace."
1502,"And if they could be prevailed upon or compelled to do it, the increased expense of a frequent rotation of service, and the loss of labor and disconcertion of the industrious pursuits of individuals, would form conclusive objections to the scheme."
1503,It would be as burdensome and injurious to the public as ruinous to private citizens.
1504,"The latter resource of permanent corps in the pay of the government amounts to a standing army in time of peace; a small one, indeed, but not the less real for being small."
1505,"Here is a simple view of the subject, that shows us at once the impropriety of a constitutional interdiction of such establishments, and the necessity of leaving the matter to the discretion and prudence of the legislature."
1506,"In proportion to our increase in strength, it is probable, nay, it may be said certain, that Britain and Spain would augment their military establishments in our neighborhood."
1507,"If we should not be willing to be exposed, in a naked and defenseless condition, to their insults and encroachments, we should find it expedient to increase our frontier garrisons in some ratio to the force by which our Western settlements might be annoyed."
1508,"There are, and will be, particular posts, the possession of which will include the command of large districts of territory, and facilitate future invasions of the remainder."
1509,It may be added that some of those posts will be keys to the trade with the Indian nations.
1510,Can any man think it would be wise to leave such posts in a situation to be at any instant seized by one or the other of two neighboring and formidable powers
1511,To act this part would be to desert all the usual maxims of prudence and policy.
1512,"If we mean to be a commercial people, or even to be secure on our Atlantic side, we must endeavor, as soon as possible, to have a navy."
1513,"To this purpose there must be dock yards and arsenals; and for the defense of these, fortifications, and probably garrisons."
1514,"When a nation has become so powerful by sea that it can protect its dock yards by its fleets, this supersedes the necessity of garrisons for that purpose; but where naval establishments are in their infancy, moderate garrisons will, in all likelihood, be found an indispensable security against descents for the destruction of the arsenals and dock yards, and sometimes of the fleet itself."
1515,PUBLIUS This statement of the matter is taken from the printed collection of State constitutions.
1516,"Pennsylvania and North Carolina are the two which contain the interdiction in these words: As standing armies in time of peace are dangerous to liberty, THEY OUGHT NOT to be kept up."
1517,"This is, in truth, rather a CAUTION than a PROHIBITION."
1518,"New Hampshire, Massachusetts, Delaware, and Maryland have, in each of their bils of rights, a clause to this effect: Standing armies are dangerous to liberty, and ought not to be raised or kept up WITHOUT THE CONSENT OF THE LEGISLATURE ; which is a formal admission of the authority of the Legislature."
1519,"New York has no bills of rights, and her constitution says not a word about the matter."
1520,"No bills of rights appear annexed to the constitutions of the other States, except the foregoing, and their constitutions are equally silent."
1521,"I am told, however that one or two States have bills of rights which do not appear in this collection; but that those also recognize the right of the legislative authority in this respect."
1522,The Same Subject Continued From the New York Packet.
1523,"HAMILTON To the People of the State of New York: IT MAY perhaps be urged that the objects enumerated in the preceding number ought to be provided for by the State governments, under the direction of the Union."
1524,"But this would be, in reality, an inversion of the primary principle of our political association, as it would in practice transfer the care of the common defense from the federal head to the individual members: a project oppressive to some States, dangerous to all, and baneful to the Confederacy."
1525,"The territories of Britain, Spain, and of the Indian nations in our neighborhood do not border on particular States, but encircle the Union from Maine to Georgia."
1526,"The danger, though in different degrees, is therefore common."
1527,"And the means of guarding against it ought, in like manner, to be the objects of common councils and of a common treasury."
1528,"It happens that some States, from local situation, are more directly exposed."
1529,New York is of this class.
1530,"Upon the plan of separate provisions, New York would have to sustain the whole weight of the establishments requisite to her immediate safety, and to the mediate or ultimate protection of her neighbors."
1531,This would neither be equitable as it respected New York nor safe as it respected the other States.
1532,Various inconveniences would attend such a system.
1533,"The States, to whose lot it might fall to support the necessary establishments, would be as little able as willing, for a considerable time to come, to bear the burden of competent provisions."
1534,"The security of all would thus be subjected to the parsimony, improvidence, or inability of a part."
1535,"If the resources of such part becoming more abundant and extensive, its provisions should be proportionally enlarged, the other States would quickly take the alarm at seeing the whole military force of the Union in the hands of two or three of its members, and those probably amongst the most powerful."
1536,"They would each choose to have some counterpoise, and pretenses could easily be contrived."
1537,"In this situation, military establishments, nourished by mutual jealousy, would be apt to swell beyond their natural or proper size; and being at the separate disposal of the members, they would be engines for the abridgment or demolition of the national authority."
1538,"Reasons have been already given to induce a supposition that the State governments will too naturally be prone to a rivalship with that of the Union, the foundation of which will be the love of power; and that in any contest between the federal head and one of its members the people will be most apt to unite with their local government."
1539,"If, in addition to this immense advantage, the ambition of the members should be stimulated by the separate and independent possession of military forces, it would afford too strong a temptation and too great a facility to them to make enterprises upon, and finally to subvert, the constitutional authority of the Union."
1540,"On the other hand, the liberty of the people would be less safe in this state of things than in that which left the national forces in the hands of the national government."
1541,"As far as an army may be considered as a dangerous weapon of power, it had better be in those hands of which the people are most likely to be jealous than in those of which they are least likely to be jealous."
1542,"For it is a truth, which the experience of ages has attested, that the people are always most in danger when the means of injuring their rights are in the possession of those of whom they entertain the least suspicion."
1543,"The framers of the existing Confederation, fully aware of the danger to the Union from the separate possession of military forces by the States, have, in express terms, prohibited them from having either ships or troops, unless with the consent of Congress."
1544,"The truth is, that the existence of a federal government and military establishments under State authority are not less at variance with each other than a due supply of the federal treasury and the system of quotas and requisitions."
1545,"There are other lights besides those already taken notice of, in which the impropriety of restraints on the discretion of the national legislature will be equally manifest."
1546,"The design of the objection, which has been mentioned, is to preclude standing armies in time of peace, though we have never been informed how far it is designed the prohibition should extend; whether to raising armies as well as to KEEPING THEM UP in a season of tranquillity or not."
1547,"If it be confined to the latter it will have no precise signification, and it will be ineffectual for the purpose intended."
1548,"When armies are once raised what shall be denominated keeping them up, contrary to the sense of the Constitution"
1549,What time shall be requisite to ascertain the violation
1550,"Shall it be a week, a month, a year"
1551,Or shall we say they may be continued as long as the danger which occasioned their being raised continues
1552,"This would be to admit that they might be kept up IN TIME OF PEACE, against threatening or impending danger, which would be at once to deviate from the literal meaning of the prohibition, and to introduce an extensive latitude of construction."
1553,Who shall judge of the continuance of the danger
1554,"This must undoubtedly be submitted to the national government, and the matter would then be brought to this issue, that the national government, to provide against apprehended danger, might in the first instance raise troops, and might afterwards keep them on foot as long as they supposed the peace or safety of the community was in any degree of jeopardy."
1555,It is easy to perceive that a discretion so latitudinary as this would afford ample room for eluding the force of the provision.
1556,"The supposed utility of a provision of this kind can only be founded on the supposed probability, or at least possibility, of a combination between the executive and the legislative, in some scheme of usurpation."
1557,"Should this at any time happen, how easy would it be to fabricate pretenses of approaching danger"
1558,"Indian hostilities, instigated by Spain or Britain, would always be at hand."
1559,"Provocations to produce the desired appearances might even be given to some foreign power, and appeased again by timely concessions."
1560,"If we can reasonably presume such a combination to have been formed, and that the enterprise is warranted by a sufficient prospect of success, the army, when once raised, from whatever cause, or on whatever pretext, may be applied to the execution of the project."
1561,"If, to obviate this consequence, it should be resolved to extend the prohibition to the RAISING of armies in time of peace, the United States would then exhibit the most extraordinary spectacle which the world has yet seen, that of a nation incapacitated by its Constitution to prepare for defense, before it was actually invaded."
1562,"As the ceremony of a formal denunciation of war has of late fallen into disuse, the presence of an enemy within our territories must be waited for, as the legal warrant to the government to begin its levies of men for the protection of the State."
1563,"We must receive the blow, before we could even prepare to return it."
1564,"All that kind of policy by which nations anticipate distant danger, and meet the gathering storm, must be abstained from, as contrary to the genuine maxims of a free government."
1565,"We must expose our property and liberty to the mercy of foreign invaders, and invite them by our weakness to seize the naked and defenseless prey, because we are afraid that rulers, created by our choice, dependent on our will, might endanger that liberty, by an abuse of the means necessary to its preservation."
1566,"Here I expect we shall be told that the militia of the country is its natural bulwark, and would be at all times equal to the national defense."
1567,"This doctrine, in substance, had like to have lost us our independence."
1568,It cost millions to the United States that might have been saved.
1569,"The facts which, from our own experience, forbid a reliance of this kind, are too recent to permit us to be the dupes of such a suggestion."
1570,The steady operations of war against a regular and disciplined army can only be successfully conducted by a force of the same kind.
1571,"Considerations of economy, not less than of stability and vigor, confirm this position."
1572,"The American militia, in the course of the late war, have, by their valor on numerous occasions, erected eternal monuments to their fame; but the bravest of them feel and know that the liberty of their country could not have been established by their efforts alone, however great and valuable they were."
1573,"War, like most other things, is a science to be acquired and perfected by diligence, by perseverance, by time, and by practice."
1574,"All violent policy, as it is contrary to the natural and experienced course of human affairs, defeats itself."
1575,"Pennsylvania, at this instant, affords an example of the truth of this remark."
1576,"The Bill of Rights of that State declares that standing armies are dangerous to liberty, and ought not to be kept up in time of peace."
1577,"Pennsylvania, nevertheless, in a time of profound peace, from the existence of partial disorders in one or two of her counties, has resolved to raise a body of troops; and in all probability will keep them up as long as there is any appearance of danger to the public peace."
1578,"The conduct of Massachusetts affords a lesson on the same subject, though on different ground."
1579,"That State was compelled to raise troops to quell a domestic insurrection, and still keeps a corps in pay to prevent a revival of the spirit of revolt."
1580,"The particular constitution of Massachusetts opposed no obstacle to the measure; but the instance is still of use to instruct us that cases are likely to occur under our government, as well as under those of other nations, which will sometimes render a military force in time of peace essential to the security of the society, and that it is therefore improper in this respect to control the legislative discretion."
1581,"It also teaches us, in its application to the United States, how little the rights of a feeble government are likely to be respected, even by its own constituents."
1582,"And it teaches us, in addition to the rest, how unequal parchment provisions are to a struggle with public necessity."
1583,"It was a fundamental maxim of the Lacedaemonian commonwealth, that the post of admiral should not be conferred twice on the same person."
1584,"The Peloponnesian confederates, having suffered a severe defeat at sea from the Athenians, demanded Lysander, who had before served with success in that capacity, to command the combined fleets."
1585,"The Lacedaemonians, to gratify their allies, and yet preserve the semblance of an adherence to their ancient institutions, had recourse to the flimsy subterfuge of investing Lysander with the real power of admiral, under the nominal title of vice admiral."
1586,"This instance is selected from among a multitude that might be cited to confirm the truth already advanced and illustrated by domestic examples; which is, that nations pay little regard to rules and maxims calculated in their very nature to run counter to the necessities of society."
1587,"Wise politicians will be cautious about fettering the government with restrictions that cannot be observed, because they know that every breach of the fundamental laws, though dictated by necessity, impairs that sacred reverence which ought to be maintained in the breast of rulers towards the constitution of a country, and forms a precedent for other breaches where the same plea of necessity does not exist at all, or is less urgent and palpable."
1588,The Idea of Restraining the Legislative Authority in Regard to the Common Defense Considered.
1589,"Saturday, December HAMILTON To the People of the State of New York: IT WAS a thing hardly to be expected that in a popular revolution the minds of men should stop at that happy mean which marks the salutary boundary between POWER and PRIVILEGE, and combines the energy of government with the security of private rights."
1590,"A failure in this delicate and important point is the great source of the inconveniences we experience, and if we are not cautious to avoid a repetition of the error, in our future attempts to rectify and ameliorate our system, we may travel from one chimerical project to another; we may try change after change; but we shall never be likely to make any material change for the better."
1591,"The idea of restraining the legislative authority, in the means of providing for the national defense, is one of those refinements which owe their origin to a zeal for liberty more ardent than enlightened."
1592,"We have seen, however, that it has not had thus far an extensive prevalency; that even in this country, where it made its first appearance, Pennsylvania and North Carolina are the only two States by which it has been in any degree patronized; and that all the others have refused to give it the least countenance; wisely judging that confidence must be placed somewhere; that the necessity of doing it, is implied in the very act of delegating power; and that it is better to hazard the abuse of that confidence than to embarrass the government and endanger the public safety by impolitic restrictions on the legislative authority."
1593,"The opponents of the proposed Constitution combat, in this respect, the general decision of America; and instead of being taught by experience the propriety of correcting any extremes into which we may have heretofore run, they appear disposed to conduct us into others still more dangerous, and more extravagant."
1594,"As if the tone of government had been found too high, or too rigid, the doctrines they teach are calculated to induce us to depress or to relax it, by expedients which, upon other occasions, have been condemned or forborne."
1595,"It may be affirmed without the imputation of invective, that if the principles they inculcate, on various points, could so far obtain as to become the popular creed, they would utterly unfit the people of this country for any species of government whatever."
1596,But a danger of this kind is not to be apprehended.
1597,The citizens of America have too much discernment to be argued into anarchy.
1598,"And I am much mistaken, if experience has not wrought a deep and solemn conviction in the public mind, that greater energy of government is essential to the welfare and prosperity of the community."
1599,"It may not be amiss in this place concisely to remark the origin and progress of the idea, which aims at the exclusion of military establishments in time of peace."
1600,"Though in speculative minds it may arise from a contemplation of the nature and tendency of such institutions, fortified by the events that have happened in other ages and countries, yet as a national sentiment, it must be traced to those habits of thinking which we derive from the nation from whom the inhabitants of these States have in general sprung."
1601,"In England, for a long time after the Norman Conquest, the authority of the monarch was almost unlimited."
1602,"Inroads were gradually made upon the prerogative, in favor of liberty, first by the barons, and afterwards by the people, till the greatest part of its most formidable pretensions became extinct."
1603,"But it was not till the revolution in which elevated the Prince of Orange to the throne of Great Britain, that English liberty was completely triumphant."
1604,"As incident to the undefined power of making war, an acknowledged prerogative of the crown, Charles II."
1605,"had, by his own authority, kept on foot in time of peace a body of regular troops."
1606,increased to who were paid out of his civil list.
1607,"At the revolution, to abolish the exercise of so dangerous an authority, it became an article of the Bill of Rights then framed, that the raising or keeping a standing army within the kingdom in time of peace, UNLESS WITH THE CONSENT OF PARLIAMENT, was against law."
1608,"In that kingdom, when the pulse of liberty was at its highest pitch, no security against the danger of standing armies was thought requisite, beyond a prohibition of their being raised or kept up by the mere authority of the executive magistrate."
1609,"The patriots, who effected that memorable revolution, were too temperate, too wellinformed, to think of any restraint on the legislative discretion."
1610,"They were aware that a certain number of troops for guards and garrisons were indispensable; that no precise bounds could be set to the national exigencies; that a power equal to every possible contingency must exist somewhere in the government: and that when they referred the exercise of that power to the judgment of the legislature, they had arrived at the ultimate point of precaution which was reconcilable with the safety of the community."
1611,"From the same source, the people of America may be said to have derived an hereditary impression of danger to liberty, from standing armies in time of peace."
1612,"The circumstances of a revolution quickened the public sensibility on every point connected with the security of popular rights, and in some instances raise the warmth of our zeal beyond the degree which consisted with the due temperature of the body politic."
1613,"The attempts of two of the States to restrict the authority of the legislature in the article of military establishments, are of the number of these instances."
1614,The principles which had taught us to be jealous of the power of an hereditary monarch were by an injudicious excess extended to the representatives of the people in their popular assemblies.
1615,"Even in some of the States, where this error was not adopted, we find unnecessary declarations that standing armies ought not to be kept up, in time of peace, WITHOUT THE CONSENT OF THE LEGISLATURE."
1616,"I call them unnecessary, because the reason which had introduced a similar provision into the English Bill of Rights is not applicable to any of the State constitutions."
1617,"The power of raising armies at all, under those constitutions, can by no construction be deemed to reside anywhere else, than in the legislatures themselves; and it was superfluous, if not absurd, to declare that a matter should not be done without the consent of a body, which alone had the power of doing it."
1618,"Accordingly, in some of these constitutions, and among others, in that of this State of New York, which has been justly celebrated, both in Europe and America, as one of the best of the forms of government established in this country, there is a total silence upon the subject."
1619,"It is remarkable, that even in the two States which seem to have meditated an interdiction of military establishments in time of peace, the mode of expression made use of is rather cautionary than prohibitory."
1620,"It is not said, that standing armies SHALL NOT BE kept up, but that they OUGHT NOT to be kept up, in time of peace."
1621,"This ambiguity of terms appears to have been the result of a conflict between jealousy and conviction; between the desire of excluding such establishments at all events, and the persuasion that an absolute exclusion would be unwise and unsafe."
1622,"Can it be doubted that such a provision, whenever the situation of public affairs was understood to require a departure from it, would be interpreted by the legislature into a mere admonition, and would be made to yield to the necessities or supposed necessities of the State"
1623,"Let the fact already mentioned, with respect to Pennsylvania, decide."
1624,"What then is the use of such a provision, if it cease to operate the moment there is an inclination to disregard it"
1625,"Let us examine whether there be any comparison, in point of efficacy, between the provision alluded to and that which is contained in the new Constitution, for restraining the appropriations of money for military purposes to the period of two years."
1626,"The former, by aiming at too much, is calculated to effect nothing; the latter, by steering clear of an imprudent extreme, and by being perfectly compatible with a proper provision for the exigencies of the nation, will have a salutary and powerful operation."
1627,"The legislature of the United States will be OBLIGED, by this provision, once at least in every two years, to deliberate upon the propriety of keeping a military force on foot; to come to a new resolution on the point; and to declare their sense of the matter, by a formal vote in the face of their constituents."
1628,"They are not AT LIBERTY to vest in the executive department permanent funds for the support of an army, if they were even incautious enough to be willing to repose in it so improper a confidence."
1629,"As the spirit of party, in different degrees, must be expected to infect all political bodies, there will be, no doubt, persons in the national legislature willing enough to arraign the measures and criminate the views of the majority."
1630,The provision for the support of a military force will always be a favorable topic for declamation.
1631,"As often as the question comes forward, the public attention will be roused and attracted to the subject, by the party in opposition; and if the majority should be really disposed to exceed the proper limits, the community will be warned of the danger, and will have an opportunity of taking measures to guard against it."
1632,"Independent of parties in the national legislature itself, as often as the period of discussion arrived, the State legislatures, who will always be not only vigilant but suspicious and jealous guardians of the rights of the citizens against encroachments from the federal government, will constantly have their attention awake to the conduct of the national rulers, and will be ready enough, if any thing improper appears, to sound the alarm to the people, and not only to be the VOICE, but, if necessary, the ARM of their discontent."
